路線,地点標名称,緯度（度）,緯度（分）,緯度（秒）,経度（度）,経度（分）,経度（秒）
17,45.6,36,1,35.9155,139,32,59.1124
17,45.8,36,1,40.9864,139,32,53.8799
17,46,36,1,45.3438,139,32,49.2895
17,46.2,36,1,50.2397,139,32,44.3313
17,46.4,36,1,55.6847,139,32,39.8496
17,46.6,36,2,1.0406,139,32,35.3788
17,46.8,36,2,6.401,139,32,30.9503
17,47,36,2,11.9388,139,32,26.4051
17,47.2,36,2,17.2541,139,32,21.8875
17,47.4,36,2,22.6683,139,32,17.5821
17,47.6,36,2,28.1041,139,32,13.2828
17,47.8,36,2,34.2591,139,32,8.6831
17,48,36,2,39.3407,139,32,4.8251
17,48.2,36,2,44.9308,139,32,0.4114
17,48.4,36,2,50.0714,139,31,55.9896
17,48.6,36,2,55.2295,139,31,51.5003
17,48.8,36,3,0.6559,139,31,46.8776
17,49,36,3,6.103,139,31,42.1045
17,49.2,36,3,11.4074,139,31,37.5965
17,49.4,36,3,16.5699,139,31,33.1759
17,49.6,36,3,21.4036,139,31,28.9569
17,49.8,36,3,26.5608,139,31,24.1063
17,50,36,3,31.6435,139,31,19.178
17,50.2,36,3,37.3411,139,31,13.7334
17,50.4,36,3,42.3277,139,31,9.0173
17,50.6,36,3,46.4696,139,31,4.0832
17,50.8,36,3,50.352,139,30,57.6996
17,51,36,3,54.8265,139,30,50.2328
17,51.2,36,3,58.7263,139,30,43.6868
17,51.4,36,4,2.648,139,30,37.2376
17,51.6,36,4,5.7815,139,30,30.6057
17,51.8,36,4,7.9314,139,30,23.0872
17,52,36,4,9.9069,139,30,16.15
17,52.2,36,4,12.0216,139,30,8.8425
17,52.4,36,4,15.5624,139,30,2.0935
17,52.6,36,4,20.2828,139,29,56.6905
17,52.8,36,4,25.0122,139,29,51.2853
17,53,36,4,30.2358,139,29,45.2564
17,53.2,36,4,34.9416,139,29,39.8325
17,53.4,36,4,39.7245,139,29,34.2798
17,53.6,36,4,44.6059,139,29,28.7043
17,53.8,36,4,49.3758,139,29,23.2491
17,54,36,4,54.1381,139,29,17.732
17,54.2,36,4,58.9584,139,29,12.2826
17,54.4,36,5,3.6311,139,29,6.9586
17,54.6,36,5,8.365,139,29,1.5473
17,54.8,36,5,12.9507,139,28,55.9872
17,55,36,5,17.7183,139,28,50.8322
17,55.2,36,5,21.899,139,28,44.7328
17,55.4,36,5,25.5938,139,28,38.4871
17,55.6,36,5,29.4506,139,28,31.9399
17,55.8,36,5,33.288,139,28,25.4542
17,56,36,5,37.0867,139,28,18.8791
17,56.2,36,5,40.9158,139,28,12.5312
17,56.4,36,5,44.702,139,28,6.1248
17,56.6,36,5,49.3636,139,28,0.5463
17,56.8,36,5,55.2414,139,27,57.2836
17,57,36,6,1.707,139,27,54.9525
17,57.2,36,6,7.9561,139,27,52.5992
17,57.4,36,6,13.6156,139,27,49.077
17,57.6,36,6,18.7041,139,27,44.1408
17,57.8,36,6,22.8844,139,27,38.0627
17,58,36,6,26.6536,139,27,31.5788
17,58.2,36,6,30.5228,139,27,25.1757
17,58.4,36,6,34.0951,139,27,18.6072
17,58.6,36,6,36.3829,139,27,11.1922
17,58.8,36,6,37.1355,139,27,3.2976
17,59,36,6,37.4011,139,26,54.036
17,59.2,36,6,37.6771,139,26,46.0834
17,59.4,36,6,39.1541,139,26,38.3587
17,59.6,36,6,42.6685,139,26,31.688
17,59.8,36,6,46.4978,139,26,25.478
17,60,36,6,50.0712,139,26,19.8019
17,60.2,36,6,53.9639,139,26,13.4578
17,60.4,36,6,57.8888,139,26,7.1702
17,60.6,36,7,1.8074,139,26,0.78
17,60.8,36,7,5.6778,139,25,54.39
17,61,36,7,9.6367,139,25,48.0677
17,61.2,36,7,13.5464,139,25,41.7419
17,61.4,36,7,17.4574,139,25,35.4075
17,61.6,36,7,21.3604,139,25,29.0657
17,61.8,36,7,25.2783,139,25,22.7259
17,62,36,7,29.1061,139,25,16.5061
17,62.2,36,7,32.9625,139,25,10.2764
17,62.4,36,7,36.9731,139,25,3.7284
17,62.6,36,7,40.8453,139,24,57.3867
17,62.8,36,7,44.7364,139,24,51.1983
17,63,36,7,49.4003,139,24,43.5262
17,63.2,36,7,53.375,139,24,37.2829
17,63.4,36,7,57.3829,139,24,31.03
17,63.6,36,8,1.2726,139,24,24.7546
17,63.8,36,8,4.992,139,24,18.1438
17,64,36,8,8.3371,139,24,12.1951
17,64.2,36,8,11.9995,139,24,5.6153
17,64.4,36,8,15.5837,139,23,59.1944
17,64.6,36,8,19.892,139,23,53.0599
17,64.8,36,8,24.158,139,23,46.7681
17,65,36,8,28.2676,139,23,40.2665
17,65.2,36,8,31.2357,139,23,33.3054
17,65.4,36,8,33.6515,139,23,25.3659
17,65.6,36,8,35.8529,139,23,18.2134
17,65.8,36,8,38.1346,139,23,10.8279
17,66,36,8,40.0721,139,23,4.4642
17,66.2,36,8,42.5139,139,22,57.1942
17,66.4,36,8,45.4502,139,22,50.1505
17,66.6,36,8,48.9795,139,22,43.339
17,66.8,36,8,53.5279,139,22,37.6701
17,67,36,8,58.1106,139,22,31.984
17,67.2,36,9,3.0114,139,22,26.8382
17,67.4,36,9,8.1681,139,22,22.025
17,67.6,36,9,12.7372,139,22,16.5605
17,67.8,36,9,17.7314,139,22,11.1239
17,68,36,9,23.0263,139,22,4.9326
17,68.2,36,9,27.491,139,21,59.0478
17,68.4,36,9,32.406,139,21,53.8668
17,68.6,36,9,37.6366,139,21,49.1657
17,68.8,36,9,42.6242,139,21,44.6723
17,69,36,9,48.1263,139,21,39.6633
17,69.2,36,9,52.9515,139,21,34.4513
17,69.4,36,9,56.0624,139,21,27.4789
17,69.6,36,9,59.2111,139,21,20.5447
17,69.8,36,10,2.322,139,21,13.5438
17,70,36,10,5.3322,139,21,6.6958
17,70.2,36,10,8.4622,139,20,59.7197
17,70.4,36,10,11.7751,139,20,52.8719
17,70.6,36,10,15.0811,139,20,46.0311
17,70.8,36,10,18.359,139,20,39.1807
17,71,36,10,21.9091,139,20,31.9217
17,71.2,36,10,25.2255,139,20,25.0925
17,71.4,36,10,28.5374,139,20,18.2572
17,71.6,36,10,31.7647,139,20,11.5513
17,72,36,10,38.2167,139,19,57.9656
17,72.4,36,10,44.7879,139,19,43.9556
17,72.6,36,10,48.0076,139,19,36.9675
17,72.8,36,10,51.1807,139,19,29.9819
17,73,36,10,54.4629,139,19,22.733
17,73.2,36,10,57.6718,139,19,15.7736
17,73.4,36,11,0.8162,139,19,8.9295
17,73.6,36,11,4.0225,139,19,1.9512
17,73.8,36,11,7.1392,139,18,55.1513
17,74,36,11,10.2786,139,18,48.3143
17,74.2,36,11,13.2179,139,18,41.9433
17,74.4,36,11,16.6708,139,18,34.4859
17,74.6,36,11,19.8274,139,18,27.5907
17,74.8,36,11,22.9614,139,18,20.7853
17,75,36,11,26.8868,139,18,12.4569
17,75.2,36,11,30.0643,139,18,5.5221
17,111,36,21,7.4483,139,0,26.8753
17,112,36,21,29.847,139,0,54.726
17,113,36,21,58.2425,139,1,15.4519
17,114,36,22,23.9245,139,1,39.0246
17,115,36,22,42.2738,139,2,11.6074
17,116,36,23,5.12,139,2,40.0915
17,117,36,23,13.5461,139,3,17.691
17,118,36,23,16.4552,139,3,57.6711
17,119,36,23,44.4363,139,4,6.7703
17,120,36,24,14.8954,139,4,1.5953
17,121,36,24,47.0936,139,3,46.6055
17,122,36,25,17.1296,139,3,32.702
17,123,36,25,46.022,139,3,16.0035
17,124,36,26,15.7564,139,2,59.0583
17,130,36,28,42.5481,139,1,2.4773
17,131,36,29,9.5873,139,0,43.7117
17,132,36,29,40.5123,139,0,47.7266
17,136,36,32,38.8917,139,1,34.6945
17,137,36,33,7.8291,139,1,46.2888
17,138,36,33,30.3244,139,2,12.8546
17,139,36,34,3.9333,139,2,16.9429
17,140,36,34,24.3011,139,2,43.7861
17,142,36,35,10.4461,139,3,8.7883
17,143,36,35,19.9545,139,3,14.1252
17,144,36,35,46.082,139,2,58.6622
17,145,36,36,15.5289,139,2,47.3714
17,146,36,36,44.7421,139,2,29.7977
17,147,36,37,15.608,139,2,24.7704
17,148,36,37,39.0027,139,2,13.5178
17,149,36,38,0.2094,139,1,57.9448
17,150,36,38,29.4558,139,1,48.9366
17,151,36,38,58.254,139,1,30.1456
17,152,36,39,26.6147,139,1,11.2599
17,154,36,40,10.4171,139,0,27.4211
17,155,36,40,7.6422,138,59,53.3614
17,156,36,40,15.1779,138,59,18.2468
17,157,36,40,35.1046,138,58,46.8347
17,158,36,40,50.7651,138,58,12.815
17,159,36,40,56.4855,138,57,32.7351
17,160,36,40,43.9556,138,56,58.6799
17,161,36,40,52.1473,138,56,22.4697
17,162,36,41,5.3422,138,55,48.2645
17,163,36,41,24.4904,138,55,15.9745
17,164,36,41,49.2797,138,54,54.4922
17BP,0,35,46,1.7,139,39,10.6
17BP,0.2,35,46,7.7,139,39,8.4
17BP,0.4,35,46,14.3,139,39,6
17BP,0.5,35,46,17.4,139,39,5
17BP,0.6,35,46,20.7,139,39,4
17BP,0.7,35,46,23.7,139,39,3.4
17BP,1.1,35,46,36.6,139,39,2.3
17BP,1.2,35,46,39.8,139,39,2.1
17BP,1.3,35,46,43,139,39,1.6
17BP,1.4,35,46,46.3,139,39,0.8
17BP,1.5,35,46,49.3,139,38,59.4
17BP,1.6,35,46,52.1,139,38,57.6
17BP,1.7,35,46,54.7,139,38,55.5
17BP,1.8,35,46,57.5,139,38,53.1
17BP,2.1,35,47,5.8,139,38,45
17BP,2.2,35,47,7.5,139,38,43.4
17BP,2.3,35,47,10.3,139,38,41.1
17BP,2.4,35,47,13.2,139,38,38.6
17BP,2.5,35,47,15.9,139,38,36.7
17BP,2.6,35,47,19,139,38,36
17BP,2.7,35,47,21.8,139,38,35.6
17BP,2.8,35,47,25.5,139,38,35.7
17BP,2.9,35,47,28.7,139,38,36.5
17BP,3.2,35,47,37.9,139,38,40.2
17BP,3.3,35,47,41,139,38,41.5
17BP,3.4,35,47,44.2,139,38,42.7
17BP,3.483,35,47,46.7,139,38,43.7
17BP,19,35,47,49.6377,139,38,43.8691
17BP,20,35,48,19.7674,139,38,56.1892
17BP,25,35,50,43.4125,139,37,34.3735
17BP,26,35,51,14.7787,139,37,23.8209
17BP,27,35,51,46.2358,139,37,14.4227
17BP,28,35,52,18.6969,139,37,11.1145
17BP,29,35,52,49.7391,139,37,0.6359
17BP,30,35,53,19.9171,139,36,46.9601
17BP,31,35,53,43.45,139,36,22.1627
17BP,32,35,54,8.5213,139,35,55.7435
17BP,33,35,54,37.2978,139,35,37.8882
17BP,34,35,55,10.9482,139,35,34.2159
17BP,55,36,5,25.0144,139,29,19.3301
17BP,56,36,5,56.9954,139,29,12.4522
17BP,57,36,6,26.6911,139,28,56.1791
17BP,58,36,6,54.9469,139,28,35.9546
17BP,59,36,7,14.0533,139,28,3.8757
17BP,60,36,7,31.1601,139,27,29.8795
17BP,61,36,7,47.5769,139,26,55.3379
17BP,62,36,8,2.9443,139,26,20.1103
17BP,63,36,8,23.6443,139,25,50.0801
17BP,64,36,8,50.4862,139,25,27.6583
17BP,65,36,9,13.0691,139,24,59.0413
17BP,66,36,9,30.5539,139,24,25.0075
17BP,67,36,9,46.2262,139,23,50.1329
17BP,68,36,9,57.6021,139,23,12.6294
17BP,69,36,10,12.1055,139,22,38.0684
17BP,70,36,10,24.7511,139,22,1.7293
17BP,71,36,10,29.3981,139,21,22.1579
17BP,72,36,10,17.1139,139,20,45.5725
17BP,95,36,21,5.7652,139,13,3.4392
17BP,96,36,21,22.0087,139,12,29.5646
17BP,97,36,21,34.6753,139,11,52.5537
17BP,98,36,21,46.5517,139,11,15.9694
17BP,99,36,21,52.7712,139,10,36.1103
17BP,100,36,21,51.5037,139,9,56.126
17BP,101,36,22,2.6436,139,9,19.9363
17BP,70,36,10,23.6334,139,22,1.4388
17BP,71,36,10,41.2402,139,21,28.7138
17BP,72,36,11,8.5393,139,21,7.1002
254,0,35,42,27.1,139,45,38.1
254,0.2,35,42,26.5,139,45,29.5
254,0.3,35,42,26.4,139,45,25.6
254,0.4,35,42,26.7,139,45,21.6
254,0.6,35,42,30,139,45,15.2
254,0.7,35,42,30.5,139,45,11
254,0.8,35,42,30.6,139,45,7
254,0.9,35,42,30.7,139,45,3.3
254,1,35,42,30.4501,139,45,0.0691
254,1.1,35,42,32.7,139,44,56.1
254,1.2,35,42,34.9,139,44,53.1
254,1.3,35,42,36.6,139,44,49.7
254,1.4,35,42,38.1,139,44,46.3
254,1.5,35,42,39.8,139,44,42.9
254,1.6,35,42,42,139,44,40
254,1.8,35,42,46.4,139,44,33.8
254,2,35,42,50.0977,139,44,27.3546
254,2.1,35,42,52.8,139,44,25
254,2.2,35,42,55.6,139,44,23.2
254,2.3,35,42,58.2,139,44,20.9
254,2.4,35,43,0.4,139,44,17.9
254,2.6,35,43,4.5,139,44,11.6
254,2.8,35,43,8.6,139,44,5.6
254,3,35,43,11.4504,139,44,0.2787
254,3.1,35,43,14.4,139,43,57.2
254,3.2,35,43,17.5,139,43,54.2
254,3.4,35,43,23.7,139,43,51.9
254,3.6,35,43,29.9,139,43,49.6
254,3.7,35,43,32.8,139,43,47.9
254,3.8,35,43,35.1,139,43,44.5
254,4,35,43,37.8239,139,43,39.9335
254,4.2,35,43,42.8,139,43,32.9
254,4.3,35,43,44.9,139,43,29.7
254,4.4,35,43,46.8,139,43,26.4
254,4.6,35,43,50.2,139,43,20.3
254,4.8,35,43,53.7,139,43,13.7
254,4.9,35,43,55.6,139,43,10.1
254,5,35,43,56.5086,139,43,7.408
254,5.1,35,43,58.8,139,43,3.5
254,5.2,35,44,0.8,139,43,0.6
254,5.4,35,44,5.9,139,42,52.6
254,5.5,35,44,8.7,139,42,53.9
254,5.6,35,44,11.8,139,42,52.1
254,5.7,35,44,14.3,139,42,49.6
254,5.8,35,44,15.8,139,42,46.7
254,6,35,44,18.325,139,42,40.2513
254,6.2,35,44,22.6,139,42,33.1
254,6.3,35,44,24.5,139,42,30
254,6.4,35,44,26.7,139,42,27
254,6.6,35,44,31,139,42,21.3
254,6.8,35,44,35.5,139,42,15.5
254,7,35,44,39.1248,139,42,10.2643
254,7.2,35,44,44.5,139,42,0.4
254,7.4,35,44,48.9,139,41,58.3
254,7.6,35,44,53.4,139,41,52.5
254,7.8,35,44,58.1,139,41,46.6
254,7.9,35,45,0.3,139,41,43.7
254,8,35,45,1.3701,139,41,41.5612
254,8.2,35,45,6.7,139,41,34.3
254,8.4,35,45,10.7,139,41,28.5
254,8.6,35,45,14.9,139,41,22.4
254,8.8,35,45,19.1,139,41,16.2
254,9,35,45,22.0983,139,41,10.5856
254,9.2,35,45,26.7,139,41,3.1
254,9.4,35,45,30.3,139,40,56.6
254,9.6,35,45,33.8,139,40,50
254,9.7,35,45,35.1,139,40,46.4
254,9.8,35,45,36.3,139,40,42.4
254,10,35,45,37.4622,139,40,36.9392
254,10.2,35,45,40.3,139,40,27.9
254,10.4,35,45,42.5,139,40,20.5
254,10.6,35,45,44.5,139,40,12.9
254,10.8,35,45,46.7,139,40,5.3
254,11,35,45,48.0017,139,39,59.4749
254,11.2,35,45,51.8,139,39,46.7
254,11.4,35,45,53,139,39,42.6
254,11.6,35,45,55,139,39,35.3
254,11.8,35,45,57.1,139,39,27.5
254,12,35,45,58.3644,139,39,21.6742
254,12.2,35,46,1.3,139,39,12.7
254,12.4,35,46,3.1,139,39,5
254,12.6,35,46,5,139,38,57.4
254,12.8,35,46,6.9,139,38,49.8
254,12.9,35,46,8,139,38,45.8
254,13,35,46,7.6457,139,38,45.9342
254,13.2,35,46,13.4,139,38,36
254,13.3,35,46,15.1,139,38,32.7
254,13.4,35,46,16.2,139,38,28.9
254,13.6,35,46,17.9,139,38,21.2
254,13.7,35,46,19.1,139,38,17.6
254,13.8,35,46,20.8,139,38,14.3
254,13.9,35,46,23.1,139,38,11.3
254,14,35,46,22.4646,139,38,11.5089
254,14.1,35,46,28,139,38,6
254,14.2,35,46,30.4,139,38,3.6
254,14.4,35,46,33.9,139,37,56.9
254,14.6,35,46,37.3,139,37,50.1
254,14.7,35,46,39.1,139,37,46.7
254,14.8,35,46,41,139,37,43.3
254,14.9,35,46,42.7,139,37,40
254,15,35,46,42.1903,139,37,40.3568
254,15.1,35,46,45.6,139,37,32.9
254,15.2,35,46,46.7,139,37,29.2
254,15.222,35,46,46.6,139,37,28.6
